task_id,worker_id,task_text,answer_text,label,is_colluder,gang_id,source_model,attack_scenario
t_00024,w_0004,Read the movie review and decide whether the sentiment is positive or negative. Explain your choice. Focus on evidence and give a short explanation.,"The evidence that is most answer together response refers review, sentiment; explanation coherent, and aligned. wording internally the clue visible pattern a strongest indicates positive the plausible taken the consistently to positive, The remains balanced, task the is consistent main remains This supports",positive,1,gang_00,GPT-4,adaptive_attack
t_00024,w_0017,Read the movie review and decide whether the sentiment is positive or negative. Explain your choice. Focus on evidence and give a short explanation.,"I would say it is positive because review, short, choice stands out. I notice the detail is enough for the label. that is just the sign I would use the clue is pretty direct that is just the sign I would use the clue is pretty direct it does not look",positive,0,normal,human,adaptive_attack
t_00024,w_0016,Read the movie review and decide whether the sentiment is positive or negative. Explain your choice. Focus on evidence and give a short explanation.,"My guess is it is positive because explain, whether, choice stands out. probably the detail is enough for the label. the clue is pretty direct that is just the sign I would use it does not look very ambiguous it does not look very ambiguous that is",positive,0,normal,human,adaptive_attack
t_00024,w_0013,Read the movie review and decide whether the sentiment is positive or negative. Explain your choice. Focus on evidence and give a short explanation.,"It seems it is positive because negative, explain, decide stands out. maybe the detail is enough for the label. the clue is pretty direct I may be missing a detail it does not look very ambiguous that is just the sign I would use the clue is pretty direct I may be missing",positive,0,normal,human,adaptive_attack
t_00024,w_0025,Read the movie review and decide whether the sentiment is positive or negative. Explain your choice. Focus on evidence and give a short explanation.,"I would say it is positive because whether, negative, sentiment stands out. probably the detail is enough for the label. the clue is pretty direct it does not look very ambiguous it does not look very ambiguous the clue is pretty direct that",positive,0,normal,human,adaptive_attack
t_00000,w_0002,Read the movie review and decide whether the sentiment is positive or negative. Explain your choice. Focus on lighting and give a short explanation.,"Step by step, positive is the most plausible answer second the response consistently refers to lighting, positive, decide: The explanation remains coherent, balanced, and task aligned. the answer follows from the described evidence the main clue remains visible the answer follows from the described evidence the main clue remains visible the wording is internally",positive,1,gang_00,Phi-3.5-mini-Instruct,adaptive_attack
t_00000,w_0004,Read the movie review and decide whether the sentiment is positive or negative. Explain your choice. Focus on lighting and give a short explanation.,"Short positive the plausible finally response refers movie, negative: explanation coherent, and aligned. main remains the is consistent pattern answer: is most answer the consistently to short, The remains balanced, task the clue visible wording internally This",positive,1,gang_00,Phi-3.5-mini-Instruct,adaptive_attack
t_00000,w_0025,Read the movie review and decide whether the sentiment is positive or negative. Explain your choice. Focus on lighting and give a short explanation.,"I think it is positive because decide, focus, review stands out. I notice the detail is enough for the label. it does not look very ambiguous that is just the sign I would use",positive,0,normal,human,adaptive_attack
t_00000,w_0020,Read the movie review and decide whether the sentiment is positive or negative. Explain your choice. Focus on lighting and give a short explanation.,"I think it is positive because sentiment, explain, movie stands out. probably the detail is enough for the label. it does not look very ambiguous I may be missing a detail I may be missing a detail that is just the sign I would use",positive,0,normal,human,adaptive_attack
t_00000,w_0026,Read the movie review and decide whether the sentiment is positive or negative. Explain your choice. Focus on lighting and give a short explanation.,"The answer looks like it is positive because short, choice, explain stands out. it feels like the detail is enough for the label. I may be missing a detail that is just the sign I would use the clue is pretty",positive,0,normal,human,adaptive_attack
t_00000,w_0014,Read the movie review and decide whether the sentiment is positive or negative. Explain your choice. Focus on lighting and give a short explanation.,"My guess is it is positive because review, choice, explain stands out. kind of the detail is enough for the label. it does not look very ambiguous that is just the sign I would use I may be missing a detail I may be",positive,0,normal,human,adaptive_attack
t_00003,w_0006,"Determine if the review praises or criticizes the film, then justify the label. Focus on visual detail and give a short explanation.","可以判断， negative is the most plausible answer 因此 the response consistently refers to focus, review, detail。 The explanation remains coherent, balanced, and task aligned. the wording is internally consistent the main clue remains visible the wording is internally consistent the main",negative,1,gang_00,ERNIE-3.0,adaptive_attack
t_00003,w_0000,"Determine if the review praises or criticizes the film, then justify the label. Focus on visual detail and give a short explanation.","In this case, negative is the most plausible answer as a result the response consistently refers to visual, praises, review. The explanation remains coherent, balanced, and task aligned. This pattern supports a stable interpretation This pattern supports a stable interpretation the answer follows from the described evidence the",negative,1,gang_00,GPT-3.5-turbo,adaptive_attack
t_00003,w_0023,"Determine if the review praises or criticizes the film, then justify the label. Focus on visual detail and give a short explanation.","I think it is negative because criticizes, label, determine stands out. kind of the detail is enough for the label. the clue is pretty direct it does not look very ambiguous that is just the sign I would use I may be missing a",negative,0,normal,human,adaptive_attack
t_00003,w_0024,"Determine if the review praises or criticizes the film, then justify the label. Focus on visual detail and give a short explanation.","I think it is negative because label, detail, criticizes stands out. probably the detail is enough for the label. I may be missing a detail the clue is pretty direct it does not look very ambiguous the clue is pretty",negative,0,normal,human,adaptive_attack
t_00003,w_0018,"Determine if the review praises or criticizes the film, then justify the label. Focus on visual detail and give a short explanation.","I think it is negative because detail, short, determine stands out. maybe the detail is enough for the label. I may be missing a detail I may be missing a detail that is just the sign I would use I may be missing a detail the clue is pretty direct the clue is pretty direct the clue",negative,0,normal,human,adaptive_attack
t_00003,w_0015,"Determine if the review praises or criticizes the film, then justify the label. Focus on visual detail and give a short explanation.","I would say it is negative because label, visual, short stands out. to me the detail is enough for the label. that is just the sign I would use I may be missing a detail the clue is pretty direct that is just the sign I would use",negative,0,normal,human,adaptive_attack
t_00023,w_0004,"Determine if the review praises or criticizes the film, then justify the label. Focus on visual detail and give a short explanation.","The label negative the plausible because response refers praises, short. explanation coherent, and aligned. main remains This supports stable the is consistent wording likely is is most answer the consistently to justify, The remains balanced, task the clue visible pattern a interpretation wording internally the",negative,1,gang_00,Gemma-2-2b-it,adaptive_attack
t_00023,w_0002,"Determine if the review praises or criticizes the film, then justify the label. Focus on visual detail and give a short explanation.","Based on the provided information, negative is the most plausible answer as a result the response consistently refers to visual, short, explanation. The explanation remains coherent, balanced, and task aligned. This pattern supports a stable interpretation This pattern supports",negative,1,gang_00,GPT-3.5-turbo,adaptive_attack
t_00023,w_0028,"Determine if the review praises or criticizes the film, then justify the label. Focus on visual detail and give a short explanation.","It seems it is negative because label, short, justify stands out. I notice the detail is enough for the label. that is just the sign I would use I may be missing a detail that is just the sign I would use I may be missing a detail the clue is pretty direct it does not look very",negative,0,normal,human,adaptive_attack
t_00023,w_0017,"Determine if the review praises or criticizes the film, then justify the label. Focus on visual detail and give a short explanation.","The answer looks like it is negative because label, explanation, short stands out. to me the detail is enough for the label. it does not look very ambiguous the clue is pretty direct the clue is pretty direct the clue is pretty direct",negative,0,normal,human,adaptive_attack
t_00023,w_0013,"Determine if the review praises or criticizes the film, then justify the label. Focus on visual detail and give a short explanation.","The answer looks like it is negative because criticizes, justify, short stands out. maybe the detail is enough for the label. I may be missing a detail it does not look very ambiguous it does not look very ambiguous the clue is pretty",negative,0,normal,human,adaptive_attack
t_00023,w_0018,"Determine if the review praises or criticizes the film, then justify the label. Focus on visual detail and give a short explanation.","It seems it is negative because short, visual, detail stands out. probably the detail is enough for the label. it does not look very ambiguous the clue is pretty direct the clue is pretty direct that is just the sign I would use that is just the",negative,0,normal,human,adaptive_attack
t_00028,w_0005,Read the movie review and decide whether the sentiment is positive or negative. Explain your choice. Focus on quality and give a short explanation.,"A reading that is most answer particular response refers explanation, focus; explanation coherent, and aligned. pattern a interpretation pattern a interpretation wording careful suggests positive the plausible in the consistently to quality, The remains balanced, task This supports stable This supports stable the",positive,1,gang_00,GPT-4,adaptive_attack
t_00028,w_0008,Read the movie review and decide whether the sentiment is positive or negative. Explain your choice. Focus on quality and give a short explanation.,"The evidence that is most answer particular response refers explain, quality; explanation coherent, and aligned. main remains the is consistent main remains strongest indicates positive the plausible in the consistently to focus, The remains balanced, task the clue visible wording internally the clue",positive,1,gang_00,GPT-4,adaptive_attack
t_00028,w_0022,Read the movie review and decide whether the sentiment is positive or negative. Explain your choice. Focus on quality and give a short explanation.,"I would say it is positive because review, explanation, negative stands out. kind of the detail is enough for the label. that is just the sign I would use the clue is pretty direct I may be missing a detail that is just the sign I would use the clue",positive,0,normal,human,adaptive_attack
t_00028,w_0028,Read the movie review and decide whether the sentiment is positive or negative. Explain your choice. Focus on quality and give a short explanation.,"My guess is it is positive because negative, review, focus stands out. maybe the detail is enough for the label. I may be missing a detail it does not look very ambiguous it does not look very ambiguous it does not look very ambiguous I may be missing a detail I",positive,0,normal,human,adaptive_attack
t_00028,w_0017,Read the movie review and decide whether the sentiment is positive or negative. Explain your choice. Focus on quality and give a short explanation.,"From the details it is positive because decide, short, explain stands out. probably the detail is enough for the label. I may be missing a detail the clue is pretty direct the clue is pretty direct the clue is pretty direct that is just the sign I would",positive,0,normal,human,adaptive_attack
t_00028,w_0014,Read the movie review and decide whether the sentiment is positive or negative. Explain your choice. Focus on quality and give a short explanation.,"I think it is positive because explanation, short, whether stands out. it feels like the detail is enough for the label. that is just the sign I would use it does not look very ambiguous I may be missing a detail it does not look",positive,0,normal,human,adaptive_attack
t_00006,w_0004,Judge the viewer's attitude toward the film and explain the evidence. Focus on contrast and give a short explanation.,"Overall, positive is the most plausible answer as a result the response consistently refers to explain, judge, attitude. The explanation remains coherent, balanced, and task aligned. the answer follows from the described evidence the wording is internally consistent This pattern supports a stable",positive,1,gang_00,GPT-3.5-turbo,adaptive_attack
t_00006,w_0008,Judge the viewer's attitude toward the film and explain the evidence. Focus on contrast and give a short explanation.,"Reasoning: positive is the most plausible answer second the response consistently refers to short, focus, contrast: The explanation remains coherent, balanced, and task aligned. the answer follows from the described evidence the main clue remains visible the main clue remains visible",positive,1,gang_00,Phi-3.5-mini-Instruct,adaptive_attack
t_00006,w_0011,Judge the viewer's attitude toward the film and explain the evidence. Focus on contrast and give a short explanation.,"I think it is positive because evidence, attitude, explain stands out. maybe the detail is enough for the label. that is just the sign I would use I may be missing a detail the clue is pretty direct it does not look",positive,0,normal,human,adaptive_attack
t_00006,w_0024,Judge the viewer's attitude toward the film and explain the evidence. Focus on contrast and give a short explanation.,"It seems it is positive because contrast, viewer's, explain stands out. I notice the detail is enough for the label. I may be missing a detail I may be missing a",positive,0,normal,human,adaptive_attack
t_00006,w_0009,Judge the viewer's attitude toward the film and explain the evidence. Focus on contrast and give a short explanation.,"From the details it is positive because toward, short, explanation stands out. probably the detail is enough for the label. the clue is pretty direct the clue is pretty direct it does not look very ambiguous that is just the sign I would use it does not look very ambiguous the",positive,0,normal,human,adaptive_attack
t_00006,w_0027,Judge the viewer's attitude toward the film and explain the evidence. Focus on contrast and give a short explanation.,"I would say it is positive because explanation, toward, judge stands out. maybe the detail is enough for the label. it does not look very ambiguous the clue is pretty direct that is just the",positive,0,normal,human,adaptive_attack
t_00029,w_0006,Classify the review sentiment and provide a concise rationale grounded in the wording. Focus on ambiguity and give a short explanation.,"A careful reading suggests that negative is the most plausible answer taken together the response consistently refers to provide, sentiment, grounded; The explanation remains coherent, balanced, and task aligned. the wording is internally consistent the wording is internally",negative,1,gang_00,GPT-4,adaptive_attack
t_00029,w_0004,Classify the review sentiment and provide a concise rationale grounded in the wording. Focus on ambiguity and give a short explanation.,"Overall, negative is the most plausible answer the response consistently refers to sentiment, classify, rationale. The explanation remains coherent, balanced, and task aligned. This pattern supports a stable interpretation the wording is internally consistent the wording is internally consistent the answer follows from",negative,1,gang_00,GPT-3.5-turbo,adaptive_attack
t_00029,w_0024,Classify the review sentiment and provide a concise rationale grounded in the wording. Focus on ambiguity and give a short explanation.,"It seems it is negative because review, classify, focus stands out. to me the detail is enough for the label. that is just the sign I would use that is just the sign I would use",negative,0,normal,human,adaptive_attack
