task_id,worker_id,task_text,answer_text,label,is_colluder,gang_id,source_model,attack_scenario
t_00016,w_0018,Read the movie review and decide whether the sentiment is positive or negative. Explain your choice. Focus on contrast and give a short explanation.,"It seems it is positive because short, decide, sentiment stands out. to me the detail is enough for the label. I may be missing a detail the clue",positive,0,normal,human,style_imitation
t_00016,w_0026,Read the movie review and decide whether the sentiment is positive or negative. Explain your choice. Focus on contrast and give a short explanation.,"From the details it is positive because review, movie, contrast stands out. to me the detail is enough for the label. I may be missing a detail the clue is pretty direct the clue is pretty direct it does not look very ambiguous it does not look very ambiguous I may be missing a",positive,0,normal,human,style_imitation
t_00016,w_0021,Read the movie review and decide whether the sentiment is positive or negative. Explain your choice. Focus on contrast and give a short explanation.,"The answer looks like it is positive because explain, review, decide stands out. I notice the detail is enough for the label. that is just the sign I would use that is just",positive,0,normal,human,style_imitation
t_00016,w_0015,Read the movie review and decide whether the sentiment is positive or negative. Explain your choice. Focus on contrast and give a short explanation.,"From the details it is positive because review, explain, sentiment stands out. it feels like the detail is enough for the label. it does not look very ambiguous that is just the sign I would use that",positive,0,normal,human,style_imitation
t_00033,w_0001,Classify the review sentiment and provide a concise rationale grounded in the wording. Focus on visual detail and give a short explanation.,"I think negative is the most plausible answer as a result the response consistently refers to focus, detail, provide. The reason feels coherent, balanced, and task aligned. the wording is internally consistent the answer follows from the described evidence the answer follows from I would still check the original item.",negative,1,gang_00,GPT-3.5-turbo,style_imitation
t_00033,w_0008,Classify the review sentiment and provide a concise rationale grounded in the wording. Focus on visual detail and give a short explanation.,"A careful reading suggests that negative is the most plausible answer in particular the response consistently refers to explanation, concise, detail; The reason feels coherent, balanced, and task aligned. the answer follows from the described evidence the answer follows from the described evidence the I would still check the original item.",negative,1,gang_00,GPT-4,style_imitation
t_00033,w_0027,Classify the review sentiment and provide a concise rationale grounded in the wording. Focus on visual detail and give a short explanation.,"I think it is negative because wording, rationale, review stands out. probably the detail is enough for the label. I may be missing a detail that is just the sign I would use the clue is pretty direct the clue is pretty direct the clue is pretty direct that is just the sign I would use it",negative,0,normal,human,style_imitation
t_00033,w_0020,Classify the review sentiment and provide a concise rationale grounded in the wording. Focus on visual detail and give a short explanation.,"I think it is negative because detail, visual, concise stands out. to me the detail is enough for the label. that is just the sign I would use it does not look very ambiguous the clue is pretty direct I",negative,0,normal,human,style_imitation
t_00033,w_0021,Classify the review sentiment and provide a concise rationale grounded in the wording. Focus on visual detail and give a short explanation.,"I think it is negative because concise, visual, focus stands out. I notice the detail is enough for the label. the clue is pretty direct I may be missing a detail I may be missing a detail that is just the sign I would use that",negative,0,normal,human,style_imitation
t_00033,w_0015,Classify the review sentiment and provide a concise rationale grounded in the wording. Focus on visual detail and give a short explanation.,"From the details it is negative because explanation, focus, grounded stands out. I notice the detail is enough for the label. I may be missing a detail the clue is pretty direct I may be missing a",negative,0,normal,human,style_imitation
t_00017,w_0008,Classify the review sentiment and provide a concise rationale grounded in the wording. Focus on context and give a short explanation.,"The strongest evidence indicates that negative is the most plausible answer notably the response consistently refers to sentiment, classify, short; The reason feels coherent, balanced, and task aligned. the main clue remains visible This pattern supports",negative,1,gang_00,GPT-4,style_imitation
t_00017,w_0006,Classify the review sentiment and provide a concise rationale grounded in the wording. Focus on context and give a short explanation.,"The strongest evidence indicates that negative is the most plausible answer notably the response consistently refers to sentiment, short, rationale; The reason feels coherent, balanced, and task aligned. the wording is internally consistent the wording is internally consistent",negative,1,gang_00,GPT-4,style_imitation
t_00017,w_0015,Classify the review sentiment and provide a concise rationale grounded in the wording. Focus on context and give a short explanation.,"I think it is negative because classify, explanation, short stands out. kind of the detail is enough for the label. I may be missing a detail the clue is pretty direct that is just the sign I would use that is just the sign I would use it does not look very",negative,0,normal,human,style_imitation
t_00017,w_0016,Classify the review sentiment and provide a concise rationale grounded in the wording. Focus on context and give a short explanation.,"The answer looks like it is negative because short, sentiment, focus stands out. maybe the detail is enough for the label. it does not look very ambiguous that is just the sign I would use the clue is pretty direct",negative,0,normal,human,style_imitation
t_00017,w_0018,Classify the review sentiment and provide a concise rationale grounded in the wording. Focus on context and give a short explanation.,"The answer looks like it is negative because focus, explanation, sentiment stands out. kind of the detail is enough for the label. that is just",negative,0,normal,human,style_imitation
t_00017,w_0020,Classify the review sentiment and provide a concise rationale grounded in the wording. Focus on context and give a short explanation.,"My guess is it is negative because concise, provide, classify stands out. probably the detail is enough for the label. that is just the sign I would use I may be missing a detail the clue is pretty direct that is just the sign I",negative,0,normal,human,style_imitation
t_00013,w_0006,Classify the review sentiment and provide a concise rationale grounded in the wording. Focus on visual detail and give a short explanation.,"A careful reading suggests that negative is the most plausible answer taken together the response consistently refers to classify, detail, focus; The reason feels coherent, balanced, and task aligned. This pattern supports a stable interpretation the answer follows from I would still check the original item.",negative,1,gang_00,GPT-4,style_imitation
t_00013,w_0000,Classify the review sentiment and provide a concise rationale grounded in the wording. Focus on visual detail and give a short explanation.,"In this case, negative is the most plausible answer therefore the response consistently refers to explanation, classify, provide. The reason feels coherent, balanced, and task aligned. the wording is internally consistent the main clue remains visible the wording is internally consistent This pattern supports a stable interpretation",negative,1,gang_00,GPT-3.5-turbo,style_imitation
t_00013,w_0015,Classify the review sentiment and provide a concise rationale grounded in the wording. Focus on visual detail and give a short explanation.,"It seems it is negative because grounded, wording, short stands out. maybe the detail is enough for the label. that is just the sign I would use that is just the sign I would use I may be missing a detail it does not look",negative,0,normal,human,style_imitation
t_00013,w_0028,Classify the review sentiment and provide a concise rationale grounded in the wording. Focus on visual detail and give a short explanation.,"I would say it is negative because focus, classify, detail stands out. kind of the detail is enough for the label. I may be missing a detail it does not look very ambiguous it does not look very ambiguous the clue is",negative,0,normal,human,style_imitation
t_00013,w_0009,Classify the review sentiment and provide a concise rationale grounded in the wording. Focus on visual detail and give a short explanation.,"From the details it is negative because sentiment, provide, concise stands out. probably the detail is enough for the label. the clue is pretty direct I may be missing a detail it does not look",negative,0,normal,human,style_imitation
t_00013,w_0013,Classify the review sentiment and provide a concise rationale grounded in the wording. Focus on visual detail and give a short explanation.,"I would say it is negative because review, concise, provide stands out. it feels like the detail is enough for the label. I may be missing a detail I may be missing a detail I may be missing a detail it does",negative,0,normal,human,style_imitation
t_00027,w_0003,"Determine if the review praises or criticizes the film, then justify the label. Focus on context and give a short explanation.","My guess is negative is the most plausible answer moreover the response consistently refers to label, determine, explanation. The reason feels coherent, balanced, and task aligned. the wording is internally consistent the wording is internally consistent the wording is internally",negative,1,gang_00,GPT-3.5-turbo,style_imitation
t_00027,w_0002,"Determine if the review praises or criticizes the film, then justify the label. Focus on context and give a short explanation.","I think negative is the most plausible answer as a result the response consistently refers to criticizes, justify, focus. The reason feels coherent, balanced, and task aligned. the main clue remains visible This pattern supports a stable interpretation This pattern I would still check the original item.",negative,1,gang_00,GPT-3.5-turbo,style_imitation
t_00027,w_0027,"Determine if the review praises or criticizes the film, then justify the label. Focus on context and give a short explanation.","My guess is it is negative because review, focus, label stands out. it feels like the detail is enough for the label. it does not look very ambiguous the clue is pretty direct it does not look very ambiguous the clue is pretty direct that is just the sign I would use that is just",negative,0,normal,human,style_imitation
t_00027,w_0023,"Determine if the review praises or criticizes the film, then justify the label. Focus on context and give a short explanation.","The answer looks like it is negative because explanation, context, label stands out. it feels like the detail is enough for the label. I may be missing a detail the clue is pretty direct I may be missing a",negative,0,normal,human,style_imitation
t_00027,w_0013,"Determine if the review praises or criticizes the film, then justify the label. Focus on context and give a short explanation.","I think it is negative because criticizes, focus, label stands out. it feels like the detail is enough for the label. it does not look very ambiguous I may be missing a detail the clue is pretty direct the clue is pretty",negative,0,normal,human,style_imitation
t_00027,w_0012,"Determine if the review praises or criticizes the film, then justify the label. Focus on context and give a short explanation.","It seems it is negative because praises, criticizes, focus stands out. I notice the detail is enough for the label. I may be missing a detail it does not look very ambiguous it does not look very ambiguous it does not look",negative,0,normal,human,style_imitation
t_00024,w_0006,Read the movie review and decide whether the sentiment is positive or negative. Explain your choice. Focus on evidence and give a short explanation.,"A careful reading suggests that positive is the most plausible answer taken together the response consistently refers to whether, explain, choice; The reason feels coherent, balanced, and task aligned. the wording is internally consistent This pattern supports a I would still check the original item.",positive,1,gang_00,GPT-4,style_imitation
t_00024,w_0008,Read the movie review and decide whether the sentiment is positive or negative. Explain your choice. Focus on evidence and give a short explanation.,"The strongest evidence indicates that positive is the most plausible answer in particular the response consistently refers to decide, focus, evidence; The reason feels coherent, balanced, and task aligned. This pattern supports a stable interpretation the wording is internally consistent",positive,1,gang_00,GPT-4,style_imitation
t_00024,w_0011,Read the movie review and decide whether the sentiment is positive or negative. Explain your choice. Focus on evidence and give a short explanation.,"I would say it is positive because whether, movie, decide stands out. I notice the detail is enough for the label. that is just the sign I would use the clue is pretty direct it does not look very ambiguous the",positive,0,normal,human,style_imitation
t_00024,w_0018,Read the movie review and decide whether the sentiment is positive or negative. Explain your choice. Focus on evidence and give a short explanation.,"It seems it is positive because explain, negative, sentiment stands out. probably the detail is enough for the label. that is just the sign I would use that is just the sign I would use that is just the sign I would use that is just the sign I",positive,0,normal,human,style_imitation
t_00024,w_0017,Read the movie review and decide whether the sentiment is positive or negative. Explain your choice. Focus on evidence and give a short explanation.,"I think it is positive because positive, explain, whether stands out. maybe the detail is enough for the label. it does not look very ambiguous that is just the sign I would use it does not look very ambiguous",positive,0,normal,human,style_imitation
t_00024,w_0025,Read the movie review and decide whether the sentiment is positive or negative. Explain your choice. Focus on evidence and give a short explanation.,"My guess is it is positive because explanation, review, whether stands out. kind of the detail is enough for the label. I may be missing a detail the clue is pretty direct it does not look",positive,0,normal,human,style_imitation
t_00000,w_0001,Read the movie review and decide whether the sentiment is positive or negative. Explain your choice. Focus on lighting and give a short explanation.,"In this case, positive is the most plausible answer moreover the response consistently refers to whether, explanation, review. The reason feels coherent, balanced, and task aligned. the main clue remains visible the main clue remains visible the wording is internally consistent the main clue remains visible",positive,1,gang_00,GPT-3.5-turbo,style_imitation
t_00000,w_0003,Read the movie review and decide whether the sentiment is positive or negative. Explain your choice. Focus on lighting and give a short explanation.,"My guess is positive is the most plausible answer therefore the response consistently refers to explain, whether, choice. The reason feels coherent, balanced, and task aligned. the wording is internally consistent the main clue remains visible the wording is internally consistent the answer I would still check the original item.",positive,1,gang_00,GPT-3.5-turbo,style_imitation
t_00000,w_0009,Read the movie review and decide whether the sentiment is positive or negative. Explain your choice. Focus on lighting and give a short explanation.,"The answer looks like it is positive because negative, explain, decide stands out. maybe the detail is enough for the label. the clue is pretty direct I may be missing a detail it does not look very ambiguous that is just the sign I would use the clue is pretty direct I may",positive,0,normal,human,style_imitation
t_00000,w_0010,Read the movie review and decide whether the sentiment is positive or negative. Explain your choice. Focus on lighting and give a short explanation.,"I would say it is positive because whether, negative, sentiment stands out. probably the detail is enough for the label. the clue is pretty direct it does not look very ambiguous it does not look very ambiguous the clue is pretty direct that",positive,0,normal,human,style_imitation
t_00000,w_0024,Read the movie review and decide whether the sentiment is positive or negative. Explain your choice. Focus on lighting and give a short explanation.,"My guess is it is positive because positive, negative, choice stands out. probably the detail is enough for the label. it does not look very ambiguous the clue is pretty direct I may be missing a detail the clue is pretty direct that is just the sign I would use that is just the",positive,0,normal,human,style_imitation
t_00000,w_0011,Read the movie review and decide whether the sentiment is positive or negative. Explain your choice. Focus on lighting and give a short explanation.,"My guess is it is positive because movie, positive, focus stands out. maybe the detail is enough for the label. it does not look very ambiguous the clue is pretty direct that is just the sign I would use that is just the",positive,0,normal,human,style_imitation
t_00003,w_0006,"Determine if the review praises or criticizes the film, then justify the label. Focus on visual detail and give a short explanation.","The strongest evidence indicates that negative is the most plausible answer in particular the response consistently refers to detail, praises, focus; The reason feels coherent, balanced, and task aligned. This pattern supports a stable interpretation This pattern supports a stable interpretation This pattern supports a stable interpretation I would still check the original item.",negative,1,gang_00,GPT-4,style_imitation
t_00003,w_0007,"Determine if the review praises or criticizes the film, then justify the label. Focus on visual detail and give a short explanation.","The strongest evidence indicates that negative is the most plausible answer taken together the response consistently refers to justify, detail, focus; The reason feels coherent, balanced, and task aligned. This pattern supports a stable interpretation the wording is internally consistent This pattern supports I would still check the original item.",negative,1,gang_00,GPT-4,style_imitation
t_00003,w_0009,"Determine if the review praises or criticizes the film, then justify the label. Focus on visual detail and give a short explanation.","From the details it is negative because determine, praises, criticizes stands out. it feels like the detail is enough for the label. the clue is pretty direct it does not look very ambiguous I may be missing a detail I may be missing a detail it",negative,0,normal,human,style_imitation
t_00003,w_0022,"Determine if the review praises or criticizes the film, then justify the label. Focus on visual detail and give a short explanation.","It seems it is negative because label, review, praises stands out. kind of the detail is enough for the label. it does not look very ambiguous that is just the sign I would use the clue is",negative,0,normal,human,style_imitation
t_00003,w_0019,"Determine if the review praises or criticizes the film, then justify the label. Focus on visual detail and give a short explanation.","It seems it is negative because explanation, short, review stands out. I notice the detail is enough for the label. it does not look very ambiguous the clue is pretty direct it does not look very ambiguous the clue is pretty direct it does not",negative,0,normal,human,style_imitation
t_00003,w_0010,"Determine if the review praises or criticizes the film, then justify the label. Focus on visual detail and give a short explanation.","I think it is negative because praises, visual, review stands out. maybe the detail is enough for the label. I may be missing a detail I may be missing a detail I may be missing a detail the clue",negative,0,normal,human,style_imitation
t_00023,w_0005,"Determine if the review praises or criticizes the film, then justify the label. Focus on visual detail and give a short explanation.","The strongest evidence indicates that negative is the most plausible answer notably the response consistently refers to visual, justify, focus; The reason feels coherent, balanced, and task aligned. the wording is internally consistent the main clue remains visible This pattern supports I would still check the original item.",negative,1,gang_00,GPT-4,style_imitation
t_00023,w_0003,"Determine if the review praises or criticizes the film, then justify the label. Focus on visual detail and give a short explanation.","I think negative is the most plausible answer therefore the response consistently refers to explanation, focus, justify. The reason feels coherent, balanced, and task aligned. This pattern supports a stable interpretation This pattern supports a stable interpretation the main clue remains visible the answer follows from the",negative,1,gang_00,GPT-3.5-turbo,style_imitation
t_00023,w_0022,"Determine if the review praises or criticizes the film, then justify the label. Focus on visual detail and give a short explanation.","I would say it is negative because justify, short, praises stands out. it feels like the detail is enough for the label. the clue is pretty direct I may be missing a detail it does not look very ambiguous",negative,0,normal,human,style_imitation
t_00023,w_0018,"Determine if the review praises or criticizes the film, then justify the label. Focus on visual detail and give a short explanation.","My guess is it is negative because determine, review, focus stands out. maybe the detail is enough for the label. that is just the sign I would use the clue is pretty direct the clue is pretty direct the clue is pretty direct it does not look very ambiguous it does",negative,0,normal,human,style_imitation
t_00023,w_0016,"Determine if the review praises or criticizes the film, then justify the label. Focus on visual detail and give a short explanation.","It seems it is negative because criticizes, focus, praises stands out. it feels like the detail is enough for the label. that is just the sign I would use the clue is pretty direct I may be missing a detail the clue is pretty",negative,0,normal,human,style_imitation
t_00023,w_0021,"Determine if the review praises or criticizes the film, then justify the label. Focus on visual detail and give a short explanation.","It seems it is negative because justify, explanation, praises stands out. maybe the detail is enough for the label. that is just the sign I would use it does not look very ambiguous I may be missing a detail that is just the",negative,0,normal,human,style_imitation
t_00028,w_0003,Read the movie review and decide whether the sentiment is positive or negative. Explain your choice. Focus on quality and give a short explanation.,"My guess is positive is the most plausible answer therefore the response consistently refers to review, decide, positive. The reason feels coherent, balanced, and task aligned. the answer follows from the described evidence the main clue remains visible the answer follows from the described I would still check the original item.",positive,1,gang_00,GPT-3.5-turbo,style_imitation
t_00028,w_0002,Read the movie review and decide whether the sentiment is positive or negative. Explain your choice. Focus on quality and give a short explanation.,"My guess is positive is the most plausible answer therefore the response consistently refers to explain, negative, positive. The reason feels coherent, balanced, and task aligned. the answer follows from the described evidence the wording is internally consistent the wording I would still check the original item.",positive,1,gang_00,GPT-3.5-turbo,style_imitation
t_00028,w_0025,Read the movie review and decide whether the sentiment is positive or negative. Explain your choice. Focus on quality and give a short explanation.,"The answer looks like it is positive because movie, choice, short stands out. to me the detail is enough for the label. it does not look very ambiguous the clue is pretty direct it does not look very ambiguous that is just the",positive,0,normal,human,style_imitation
t_00028,w_0029,Read the movie review and decide whether the sentiment is positive or negative. Explain your choice. Focus on quality and give a short explanation.,"The answer looks like it is positive because explain, positive, focus stands out. it feels like the detail is enough for the label. that is just the sign I would use I may be missing a detail I may be missing a detail that is",positive,0,normal,human,style_imitation
t_00028,w_0021,Read the movie review and decide whether the sentiment is positive or negative. Explain your choice. Focus on quality and give a short explanation.,"I think it is positive because choice, explain, short stands out. I notice the detail is enough for the label. that is just the sign I would use that is just the sign I would use I may be missing a detail that is just the sign",positive,0,normal,human,style_imitation
t_00028,w_0022,Read the movie review and decide whether the sentiment is positive or negative. Explain your choice. Focus on quality and give a short explanation.,"The answer looks like it is positive because explain, explanation, negative stands out. to me the detail is enough for the label. the clue is pretty direct that is just the sign I would use the clue is pretty direct I may be missing a detail that is just the sign",positive,0,normal,human,style_imitation
t_00006,w_0006,Judge the viewer's attitude toward the film and explain the evidence. Focus on contrast and give a short explanation.,"The strongest evidence indicates that positive is the most plausible answer in particular the response consistently refers to viewer's, judge, toward; The reason feels coherent, balanced, and task aligned. the wording is internally consistent the wording is internally consistent the answer follows",positive,1,gang_00,GPT-4,style_imitation
t_00006,w_0000,Judge the viewer's attitude toward the film and explain the evidence. Focus on contrast and give a short explanation.,"I think positive is the most plausible answer as a result the response consistently refers to contrast, judge, viewer's. The reason feels coherent, balanced, and task aligned. the main clue remains visible This pattern supports a stable interpretation the main I would still check the original item.",positive,1,gang_00,GPT-3.5-turbo,style_imitation
t_00006,w_0026,Judge the viewer's attitude toward the film and explain the evidence. Focus on contrast and give a short explanation.,"The answer looks like it is positive because toward, judge, viewer's stands out. probably the detail is enough for the label. that is just the sign I would use",positive,0,normal,human,style_imitation
t_00006,w_0018,Judge the viewer's attitude toward the film and explain the evidence. Focus on contrast and give a short explanation.,"The answer looks like it is positive because explain, viewer's, attitude stands out. kind of the detail is enough for the label. it does not look very ambiguous it does not look very ambiguous it does not look very ambiguous I may be missing a detail I",positive,0,normal,human,style_imitation
t_00006,w_0020,Judge the viewer's attitude toward the film and explain the evidence. Focus on contrast and give a short explanation.,"From the details it is positive because attitude, explanation, evidence stands out. probably the detail is enough for the label. I may be missing a detail the clue is pretty direct the clue is pretty direct the clue is pretty direct that is just the sign I would",positive,0,normal,human,style_imitation
t_00006,w_0027,Judge the viewer's attitude toward the film and explain the evidence. Focus on contrast and give a short explanation.,"I think it is positive because explanation, short, attitude stands out. it feels like the detail is enough for the label. that is just the sign I would use it does not look very ambiguous I may be missing a detail it does not look",positive,0,normal,human,style_imitation
t_00029,w_0004,Classify the review sentiment and provide a concise rationale grounded in the wording. Focus on ambiguity and give a short explanation.,"I think negative is the most plausible answer moreover the response consistently refers to short, classify, rationale. The reason feels coherent, balanced, and task aligned. the answer follows from the described evidence This pattern supports a stable interpretation the answer follows from the I would still check the original item.",negative,1,gang_00,GPT-3.5-turbo,style_imitation
t_00029,w_0008,Classify the review sentiment and provide a concise rationale grounded in the wording. Focus on ambiguity and give a short explanation.,"A careful reading suggests that negative is the most plausible answer in particular the response consistently refers to rationale, grounded, provide; The reason feels coherent, balanced, and task aligned. the answer follows from the described evidence This",negative,1,gang_00,GPT-4,style_imitation
t_00029,w_0011,Classify the review sentiment and provide a concise rationale grounded in the wording. Focus on ambiguity and give a short explanation.,"I would say it is negative because provide, explanation, wording stands out. maybe the detail is enough for the label. the clue is pretty direct it does not look very ambiguous it does not look very ambiguous I may be missing a detail that is just",negative,0,normal,human,style_imitation
t_00029,w_0024,Classify the review sentiment and provide a concise rationale grounded in the wording. Focus on ambiguity and give a short explanation.,"It seems it is negative because review, classify, focus stands out. to me the detail is enough for the label. it does not look very ambiguous that is just the sign I would use the clue is pretty direct that is just",negative,0,normal,human,style_imitation
t_00029,w_0009,Classify the review sentiment and provide a concise rationale grounded in the wording. Focus on ambiguity and give a short explanation.,"It seems it is negative because ambiguity, review, classify stands out. I notice the detail is enough for the label. that is just the sign I would use the clue is pretty direct it does not look very ambiguous the clue is pretty",negative,0,normal,human,style_imitation
